menu_provider_key,menu_provider_label,provider_key,fornitore,commodity,tipo_prezzo,nome_offerta,codice_offerta,data_inizio,data_fine,prezzo_calcolo,quota_fissa_calcolo,azione,motivi,url_offerta,fonte,score
"edison","Edison","edison","Edison Energia","gas","fisso","Edison Web Gas","000190GSFML45XX1XBBPG9TX145XXXX5","25/06/2026_00:00:00","30/06/2026_23:59:59","0.52","90","pronta_fisso","prezzo fisso domestico leggibile","https://www.edisonenergia.it/edison/casa/gas/web-gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.858"
"edison","Edison","edison","Edison Energia","gas","variabile","Edison World Business Gas","000190GSVML11XXLGWD1X002X11XXXX5","14/04/2026_13:45:00","30/06/2026_23:59:59","","298.8","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.edisonenergia.it/edison/business/gas/world-business-gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.701"
"edison","Edison","edison","Edison Energia","gas","variabile","Edison World Gas","000190GSVML18XXLGWD1X001X18XXXX5","17/03/2026_00:00:00","30/06/2026_23:59:59","","240","scartata","non utilizzabile direttamente","https://www.edisonenergia.it/edison/casa/offerte-gas-in-store/world-gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.760"
"edison","Edison","edison","Edison Energia","gas","variabile","Edison World Gas Plus","000190GSVML23XXLGWD2X001X23XXXX5","17/03/2026_00:00:00","30/06/2026_23:59:59","","120","scartata","non utilizzabile direttamente","https://www.edisonenergia.it/edison/casa/gas/edison-world-plus-gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.880"
"edison","Edison","edison","Edison Energia","luce","fisso","Edison 5xTe Luce km0","000190ESFFL01XXLE5XTEX001X1XXXX5","07/05/2026_00:00:00","30/06/2026_23:59:59","","132","scartata","non utilizzabile direttamente","https://www.edisonenergia.it/edison/impianti","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.868"
"edison","Edison","edison","Edison Energia","luce","fisso","Edison 5xTe Luce km0","000190ESFML01XXLE5XTEX001X1XXXX5","07/05/2026_00:00:00","30/06/2026_23:59:59","0.099","132","pronta_fisso","prezzo fisso domestico leggibile","https://www.edisonenergia.it/edison/impianti","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.858"
"edison","Edison","edison","Edison Energia","luce","variabile","Edison Dynamic Business Luce","000190ESVFL14XXLESPEX002X14XXXX5","25/06/2026_00:00:00","30/06/2026_23:59:59","","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.edisonenergia.it/edison/business/luce/edison-dynamic-business-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.820"
"edison","Edison","edison","Edison Energia","luce","variabile","Edison Dynamic Luce","000190ESVFL16XXLESPEX001X16XXXX5","25/06/2026_00:00:00","30/06/2026_23:59:59","","99","scartata","non utilizzabile direttamente","https://www.edisonenergia.it/edison/casa/luce/dynamic-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.901"
"edison","Edison","edison","Edison Energia","luce","variabile","Edison Dynamic Luce","000190ESVML16XXLESPEX001X16XXXX5","25/06/2026_00:00:00","30/06/2026_23:59:59","","99","scartata","non utilizzabile direttamente","https://www.edisonenergia.it/edison/casa/luce/dynamic-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.901"
"edison","Edison","edison","Edison Energia","luce","variabile","Edison Dynamic Plus Luce","000190ESVFL11XXLESPEPX001X11XXX5","16/04/2026_00:00:00","30/06/2026_23:59:59","","99","scartata","non utilizzabile direttamente","https://www.edisonenergia.it/edison/casa/offerte-luce-in-store/dynamic-plus-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.901"
"edison","Edison","edison","Edison Energia","luce","variabile","Edison Dynamic Plus Luce","000190ESVML11XXLESPEPX001X11XXX5","16/04/2026_00:00:00","30/06/2026_23:59:59","","99","scartata","non utilizzabile direttamente","https://www.edisonenergia.it/edison/casa/offerte-luce-in-store/dynamic-plus-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.901"
"edison","Edison","edison","Edison Energia","luce","fisso","Edison EasyFix Luce","000190ESFFL28XXLEEAFX001X28XXXX5","25/06/2026_00:00:00","30/06/2026_23:59:59","","144","scartata","non utilizzabile direttamente","https://www.edisonenergia.it/edison/casa/luce/edison-easyfix-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.856"
"edison","Edison","edison","Edison Energia","luce","fisso","Edison EasyFix Luce","000190ESFML28XXLEEAFX001X28XXXX5","25/06/2026_00:00:00","30/06/2026_23:59:59","0.155","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.edisonenergia.it/edison/casa/luce/edison-easyfix-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.840"
"edison","Edison","edison","Edison Energia","luce","variabile","Edison Flex Business Luce","000190ESVFL13XXLEFLXX002X13XXXX5","25/06/2026_00:00:00","30/06/2026_23:59:59","","216","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.edisonenergia.it/edison/business/offerte-luce-in-store/flex-business-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.784"
"edison","Edison","edison","Edison Energia","luce","fisso","Edison Luce Fix12","000190ESFFL66XXLEMWXPFX66XXXXXX5","25/06/2026_00:00:00","30/06/2026_23:59:59","","90","scartata","non utilizzabile direttamente","https://www.edisonenergia.it/edison/casa/luce/fix12-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.910"
"edison","Edison","edison","Edison Energia","luce","fisso","Edison Luce Fix12","000190ESFML66XXLEMWXPFX66XXXXXX5","25/06/2026_00:00:00","30/06/2026_23:59:59","0.117","90","pronta_fisso","prezzo fisso domestico leggibile","https://www.edisonenergia.it/edison/casa/luce/fix12-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.898"
"edison","Edison","edison","Edison Energia","luce","variabile","Edison Superflex Business Luce","000190ESVFL08XXLEESPX002X8XXXXX5","25/06/2026_00:00:00","30/06/2026_23:59:59","","216","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.edisonenergia.it/edison/business/offerte-luce-in-store/superflex-business-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.784"
"edison","Edison","edison","Edison Energia","luce","variabile","Edison Superflex Luce","000190ESVFL09XXLEESPX001X9XXXXX5","02/04/2026_00:00:00","30/06/2026_23:59:59","0.022","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.edisonenergia.it/edison/casa/luce/edison-superflex-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.854"
"edison","Edison","edison","Edison Energia","luce","variabile","Edison Superflex Luce","000190ESVML09XXLEESPX001X9XXXXX5","02/04/2026_00:00:00","30/06/2026_23:59:59","0.022","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.edisonenergia.it/edison/casa/luce/edison-superflex-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.854"
"edison","Edison","edison","Edison Energia","luce","fisso","Edison Sweet Luce","000190ESFFL28XXLECHOX001X28XXXX5","25/06/2026_00:00:00","30/06/2026_23:59:59","","80","scartata","non utilizzabile direttamente","https://www.edisonenergia.it/edison/casa/luce/edison-sweet-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.920"
"edison","Edison","edison","Edison Energia","luce","fisso","Edison Sweet Luce","000190ESFML28XXLECHOX001X28XXXX5","25/06/2026_00:00:00","30/06/2026_23:59:59","0.146","80","pronta_fisso","prezzo fisso domestico leggibile","https://www.edisonenergia.it/edison/casa/luce/edison-sweet-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.905"
"edison","Edison","edison","Edison Energia","luce","fisso","Edison Web Luce","000190ESFFL92XX1XSRKVVAX92XXXXX5","25/06/2026_00:00:00","30/06/2026_23:59:59","","90","scartata","non utilizzabile direttamente","https://www.edisonenergia.it/edison/casa/luce/web-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.910"
"edison","Edison","edison","Edison Energia","luce","fisso","Edison Web Luce","000190ESFML92XX1XSRKVVAX92XXXXX5","25/06/2026_00:00:00","30/06/2026_23:59:59","0.117","90","pronta_fisso","prezzo fisso domestico leggibile","https://www.edisonenergia.it/edison/casa/luce/web-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.898"
"edison","Edison","edison","Edison Energia","luce","variabile","Edison World Business Luce","000190ESVFL19XXLEWD1X002X19XXXX5","14/04/2026_13:45:00","30/06/2026_23:59:59","0.003","298.8","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.edisonenergia.it/edison/business/luce/world-business-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.701"
"edison","Edison","edison","Edison Energia","luce","variabile","Edison World Luce","000190ESVFL18XXLEWD1X001X18XXXX5","02/04/2026_00:00:00","30/06/2026_23:59:59","0","240","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.edisonenergia.it/edison/casa/offerte-luce-in-store/world-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.760"
"edison","Edison","edison","Edison Energia","luce","variabile","Edison World Luce","000190ESVML18XXLEWD1X001X18XXXX5","02/04/2026_00:00:00","30/06/2026_23:59:59","0","240","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.edisonenergia.it/edison/casa/offerte-luce-in-store/world-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.760"
"edison","Edison","edison","Edison Energia","luce","variabile","Edison World Luce Plus","000190ESVFL23XXLEWD2X001X23XXXX5","02/04/2026_00:00:00","30/06/2026_23:59:59","0","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.edisonenergia.it/edison/casa/luce/edison-world-plus-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.880"
"edison","Edison","edison","Edison Energia","luce","variabile","Edison World Luce Plus","000190ESVML23XXLEWD2X001X23XXXX5","02/04/2026_00:00:00","30/06/2026_23:59:59","0","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.edisonenergia.it/edison/casa/luce/edison-world-plus-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.880"
"enel","Enel Energia","enel","Enel Energia","gas","fisso","Enel Fix Business Gas","000142GSFML01XXBusECAn0000115786","12/06/2026_00:00:00","25/06/2026_23:59:59","0.66","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enel.it/it-it/imprese/offerte-gas/enel-fix-gas-business","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.754"
"enel","Enel Energia","enel","Enel Energia","gas","fisso","ENEL FIX BUSINESS START GAS","000142GSFML01XXBusECAn0000115789","12/06/2026_00:00:00","25/06/2026_23:59:59","0.66","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enel.it/it-it/imprese/offerte-gas/enel-fix-business-start-gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.754"
"enel","Enel Energia","enel","Enel Energia","gas","fisso","ENEL FIX GAS","000142GSFML01XXResECAn0000115806","12/06/2026_11:20:00","25/06/2026_23:59:59","0.7","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.enel.it/it-it/offerte-gas/enel-fix-gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.786"
"enel","Enel Energia","enel","Enel Energia","gas","fisso","Enel Fix WOW Gas","000142GSFML01XXResECAn0000115818","12/06/2026_00:00:00","25/06/2026_23:59:59","0.49","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.enel.it/it-it/offerte-luce-gas/tutte-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.807"
"enel","Enel Energia","enel","Enel Energia","gas","fisso","Enel FixWeb Gas","000142GSFML01XXResECAn0000115809","12/06/2026_00:00:00","02/07/2026_23:59:59","0.7","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.enel.it/it-it/offerte-gas/enel-fix-web-gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.786"
"enel","Enel Energia","enel","Enel Energia","gas","fisso","Enel Flash Gas","000142GSFML01XXResECAn0000115821","12/06/2026_00:00:00","25/06/2026_23:59:59","0.49","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.enel.it/it-it/offerte-luce-gas/tutte-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.807"
"enel","Enel Energia","enel","Enel Energia","gas","variabile","Enel Flex Business Gas","000142GSVML01XXBusECAn0000115688","28/05/2026_00:00:00","25/06/2026_23:59:59","0.16","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enel.it/it-it/imprese/offerte-gas/enel-flex-business-gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.804"
"enel","Enel Energia","enel","Enel Energia","gas","variabile","Enel Flex Business Start Gas","000142GSVML01XXBusECAn0000115700","28/05/2026_00:00:00","25/06/2026_23:59:59","0.185","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enel.it/it-it/imprese/offerte-gas/enel-flex-business-start-gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.801"
"enel","Enel Energia","enel","Enel Energia","gas","variabile","Enel Flex Control Business Gas","000142GSVML01XXBusECAn0000115792","12/06/2026_00:00:00","25/06/2026_23:59:59","0.17","240","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enel.it/it-it/imprese/offerte-gas/enel-flex-control-business-gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.743"
"enel","Enel Energia","enel","Enel Energia","gas","variabile","Enel Flex Control Gas","000142GSVML01XXResECAn0000115808","12/06/2026_00:00:00","25/06/2026_23:59:59","0.11","180","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.enel.it/it-it/offerte-gas/enel-flex-control-gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.809"
"enel","Enel Energia","enel","Enel Energia","gas","fisso","ENEL MOVE GAS","000142GSFML01XXResECAn0000115817","12/06/2026_11:10:00","25/06/2026_23:59:59","0.7","156","pronta_fisso","prezzo fisso domestico leggibile","https://www.enel.it/it-it/offerte-gas/enel-move-gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.774"
"enel","Enel Energia","enel","Enel Energia","gas","fisso","Soluzione Gas Impresa New","000142GSFML01XXBusECAn0000115855","23/06/2026_00:00:00","06/07/2026_23:59:59","0.51","180","scartata","non utilizzabile direttamente","https://www.enel.it","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.769"
"enel","Enel Energia","enel","Enel Energia","gas","variabile","Trend Sicuro Gas Impresa New","000142GSVML01XXBusECAn0000115499","26/05/2026_00:00:00","20/07/2026_23:59:59","0.04","180","scartata","non utilizzabile direttamente","https://www.enel.it","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.816"
"enel","Enel Energia","enel","Enel Energia","gas","variabile","Trend Sicuro Gas Impresa New","000142GSVML01XXBusECAn0000115504","26/05/2026_00:00:00","20/07/2026_23:59:59","0.03","180","scartata","non utilizzabile direttamente","https://www.enel.it","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.817"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","Enel Business Luce","000142ESFML01XXBusECAn0000115800","12/06/2026_00:00:00","25/06/2026_23:59:59","0.166","156","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enel.it/it-it/offerte-luce-gas/tutte-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.827"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","ENEL BUSINESS ORE HAPPY 12-15","000142ESFML01XXBusECAn0000115799","12/06/2026_00:00:00","25/06/2026_23:59:59","","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enel.it/it-it/imprese/offerte-luce/enel-business-ore-happy","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.820"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","Enel Business Super Luce","000142ESFML01XXBusECAn0000115797","12/06/2026_00:00:00","25/06/2026_23:59:59","0.161","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enel.it/it-it/imprese/offerte-luce/enel-business-super-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.804"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","Enel Casa Luce","000142ESFML01XXResECAn0000115840","12/06/2026_00:00:00","25/06/2026_23:59:59","0.174","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.enel.it/it-it/offerte-luce-gas/tutte-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.839"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","Enel Digital Luce","000142ESFML01XXResECAn0000115835","12/06/2026_20:15:00","25/06/2026_23:59:59","0.108","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.enel.it/it-it/offerte-luce/enel-digital-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.845"
"enel","Enel Energia","enel","Enel Energia","luce","variabile","Enel Drive Flex Luce","000142ESVFL01XXResECAn0000115687","28/05/2026_00:00:00","25/06/2026_23:59:59","0.02226","264","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.enel.it/it-it/offerte-luce/enel-drive-flex-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.734"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","Enel Drive Luce","000142ESFML01XXResECAn0000115841","12/06/2026_20:15:00","25/06/2026_23:59:59","0.1565","228","pronta_fisso","prezzo fisso domestico leggibile","https://www.enel.it/it-it/offerte-luce/enel-drive-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.756"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","Enel Fix Business Luce","000142ESFML01XXBusECAn0000115793","12/06/2026_00:00:00","25/06/2026_23:59:59","0.166","156","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enel.it/it-it/imprese/offerte-luce/enel-fix-business-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.827"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","ENEL FIX BUSINESS START LUCE","000142ESFML01XXBusECAn0000115788","12/06/2026_00:00:00","25/06/2026_23:59:59","0.17889","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enel.it/it-it/imprese/offerte-luce/enel-fix-business-start-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.802"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","ENEL FIX LUCE","000142ESFML01XXResECAn0000115807","12/06/2026_00:00:00","25/06/2026_23:59:59","0.174","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.enel.it/it-it/offerte-luce/enel-fix-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.839"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","Enel Fix Web Luce","000142ESFML01XXResECAn0000115810","12/06/2026_00:00:00","02/07/2026_23:59:59","0.1495","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.enel.it/it-it/offerte-luce/enel-fix-web-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.841"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","Enel Fix Wow Luce","000142ESFML01XXResECAn0000115827","12/06/2026_00:00:00","25/06/2026_23:59:59","0.1565","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.enel.it/it-it/offerte-luce-gas/tutte-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.840"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","Enel Flash Luce","000142ESFML01XXResECAn0000115826","12/06/2026_00:00:00","25/06/2026_23:59:59","0.149","156","pronta_fisso","prezzo fisso domestico leggibile","https://www.enel.it/it-it/offerte-luce-gas/tutte-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.829"
"enel","Enel Energia","enel","Enel Energia","luce","variabile","ENEL FLEX BOX","000142ESVFL01XXBusECAn0000115691","28/05/2026_00:00:00","25/06/2026_23:59:59","0.041","72","scartata","non utilizzabile direttamente","https://www.enel.it/it-it/offerte-luce/enel-flex-box","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.924"
"enel","Enel Energia","enel","Enel Energia","luce","variabile","Enel Flex Business Luce","000142ESVFL01XXBusECAn0000115696","28/05/2026_00:00:00","25/06/2026_23:59:59","0.025","156","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enel.it/it-it/imprese/offerte-luce/enel-flex-business-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.841"
"enel","Enel Energia","enel","Enel Energia","luce","variabile","Enel Flex Control Business Luce","000142ESVML01XXBusECAn0000115796","12/06/2026_00:00:00","25/06/2026_23:59:59","0.025","204","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enel.it/it-it/imprese/offerte-luce/enel-flex-control-business-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.793"
"enel","Enel Energia","enel","Enel Energia","luce","variabile","Enel Flex Control Impresa Luce","000142ESVML01XXBusECAn0000115795","12/06/2026_00:00:00","25/06/2026_23:59:59","0.034","360","scartata","non utilizzabile direttamente","https://www.enel.it/it-it/imprese/offerte-luce/enel-flex-control-impresa-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.637"
"enel","Enel Energia","enel","Enel Energia","luce","variabile","Enel Flex Control Luce","000142ESVML01XXResECAn0000115838","12/06/2026_00:00:00","25/06/2026_23:59:59","0.02226","180","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.enel.it/it-it/offerte-luce/enel-flex-control-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.818"
"enel","Enel Energia","enel","Enel Energia","luce","variabile","Enel Flex Corporate","000142ESVFL01XXBusECAn0000115526","26/05/2026_00:00:00","20/07/2026_23:59:59","0.01485","144","scartata","non utilizzabile direttamente; fuori perimetro domestico: corporate","https://www.enel.it/it-it/offerte-luce-gas/tutte-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.855"
"enel","Enel Energia","enel","Enel Energia","luce","variabile","Enel Flex Corporate","000142ESVFL01XXBusECAn0000115872","25/06/2026_00:00:00","20/07/2026_23:59:59","0.01705","144","scartata","non utilizzabile direttamente; fuori perimetro domestico: corporate","https://www.enel.it","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.854"
"enel","Enel Energia","enel","Enel Energia","luce","variabile","Enel Flex Corporate Green","000142ESVFL01XXBusECAn0000115527","26/05/2026_00:00:00","20/07/2026_23:59:59","0.01595","144","scartata","non utilizzabile direttamente; fuori perimetro domestico: corporate","https://www.enel.it/it-it/offerte-luce-gas/tutte-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.854"
"enel","Enel Energia","enel","Enel Energia","luce","variabile","Enel Flex Impresa Luce","000142ESVFL01XXBusECAn0000115698","28/05/2026_00:00:00","25/06/2026_23:59:59","0.02","156","scartata","non utilizzabile direttamente","https://www.enel.it/it-it/imprese/offerte-luce/enel-flex-impresa-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.842"
"enel","Enel Energia","enel","Enel Energia","luce","variabile","Enel Flex Impresa Pmi","000142ESVFL01XXBusECAn0000115871","25/06/2026_00:00:00","20/07/2026_23:59:59","0.0165","189","scartata","non utilizzabile direttamente; fuori perimetro domestico: pmi","https://www.enel.it","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.809"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","ENEL MOVE LUCE","000142ESFML01XXResECAn0000115814","12/06/2026_00:00:00","25/06/2026_23:59:59","0.179","156","pronta_fisso","prezzo fisso domestico leggibile","https://www.enel.it/it-it/offerte-luce/enel-move-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.826"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","Enel Night Free","000142ESFML01XXResECAn0000115801","12/06/2026_17:30:00","09/07/2026_23:59:59","","180","scartata","non utilizzabile direttamente","https://www.enel.it/it-it/offerte-luce/enel-night-free","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.820"
"enel","Enel Energia","enel","Enel Energia","luce","fisso","Enel Seconda Casa Luce","000142ESFML01XXResECAn0000115820","12/06/2026_00:00:00","25/06/2026_23:59:59","0.174","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.enel.it/it-it/offerte-luce-gas/tutte-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.839"
"enercom","Enercom","enercom","Enercom","gas","variabile","ALCHIMIA GAS","000732GSVML02XXALGD2606XXXXXXXXX","01/06/2026_23:59:00","30/06/2026_23:59:00","0.1","126","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.enercom.it/offer/alchimia-gas/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.864"
"enercom","Enercom","enercom","Enercom","gas","fisso","ARMONIA GAS","000732GSFML01XXRFGD2606XXXXXXXXX","01/06/2026_23:59:00","30/06/2026_23:59:00","0.51","126","pronta_fisso","prezzo fisso domestico leggibile","https://www.enercom.it/offer/armonia-gas/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.823"
"enercom","Enercom","enercom","Enercom","gas","fisso","EQUA GAS","000732GSFML01XXEQGD2606XXXXXXXXX","01/06/2026_23:59:00","30/06/2026_23:59:00","0.51","110","pronta_fisso","prezzo fisso domestico leggibile","http://www.enercom.it/offer/equa-gas/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.839"
"enercom","Enercom","enercom","Enercom","gas","fisso","FIX ECO GAS BUSINESS","000732GSFML01XXEFGB2606XXXXXXXXX","01/06/2026_23:59:00","30/06/2026_23:59:00","0.51","144","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enercom.it/offer/enercom-fix-eco-gas-business/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.805"
"enercom","Enercom","enercom","Enercom","gas","variabile","INDEX ECO GAS BUSINESS","000732GSVML02XXIEGB2606XXXXXXXXX","01/06/2026_23:59:00","30/06/2026_23:59:00","0.099","144","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.enercom.it/offer/index-eco-gas-business/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.846"
"enercom","Enercom","enercom","Enercom","luce","variabile","ALCHIMIA LUCE H24","000732ESVML02XXALEDH2606XXXXXXXX","01/06/2026_23:59:00","30/06/2026_23:59:00","0.0259","126","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.enercom.it/offer/alchimia-luce-h24/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.871"
"enercom","Enercom","enercom","Enercom","luce","fisso","ARMONIA LUCE (TRIORARIA)","000732ESFFL01XXRFED2606XXXXXXXXX","01/06/2026_23:59:00","30/06/2026_23:59:00","","126","scartata","non utilizzabile direttamente","https://www.enercom.it/offer/armonia-luce/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.874"
